MapX,MapY,DataMapX,DataMapY,OutsiderRing,Bin,AxisPosX,AxisPosY,PosX,PosY,Similar,SizeX,sizeY
-27,10,-27,10,2,0,167.351173060661,174.291119567871,0,0,1,3.865,3.46
-26,10,-26,10,3,0,163.486167567497,174.291119567871,0,0,1,3.865,3.46
-25,10,-25,10,4,0,159.621169703727,174.291119567871,0,0,1,3.865,3.46
-24,10,-24,10,5,0,155.756171839958,174.291119567871,0,0,1,3.865,3.46
-23,10,-23,10,6,0,151.891166346794,174.291119567871,0,0,1,3.865,3.46
-22,10,-22,10,7,0,148.026168483024,174.291119567871,0,0,1,3.865,3.46
-21,10,-21,10,8,0,144.161170619255,174.291119567871,0,0,1,3.865,3.46
-20,10,-20,10,8,0,140.296172755485,174.291119567871,0,0,1,3.865,3.46
-19,10,-19,10,9,0,136.431167262321,174.291119567871,0,0,1,3.865,3.46
-18,10,-18,10,10,0,132.566169398552,174.291119567871,0,0,1,3.865,3.46
-17,10,-17,10,10,0,128.701171534782,174.291119567871,0,0,1,3.865,3.46
-16,10,-16,10,10,0,124.836169856315,174.291119567871,0,0,1,3.865,3.46
-15,10,-15,10,11,0,120.971168177849,174.291119567871,0,0,1,3.865,3.46
-14,10,-14,10,11,0,117.106170314079,174.291119567871,0,0,1,3.865,3.46
-13,10,-13,10,11,0,113.241168635612,174.291119567871,0,0,1,3.865,3.46
-12,10,-12,10,11,0,109.376170771843,174.291119567871,0,0,1,3.865,3.46
-11,10,-11,10,12,0,105.511169093376,174.291119567871,0,0,1,3.865,3.46
